ALISHA,0.014
ALISHIA,0.001
ALISIA,0.001
ALISON,0.026
ALISSA,0.006
ALITA,0.001
ALIX,0.001
ALIZA,0.001
ALLA,0.001
ALLAN,0.031
ALLEEN,0.001
ALLEGRA,0.001
ALLEN,0.088
ALLENA,0.001
ALLENE,0.005
ALLIE,0.007
ALLINE,0.001
ALLISON,0.046
ALLYN,0.001
ALLYSON,0.007
ALMA,0.056
ALMEDA,0.002
ALMETA,0.001
ALONA,0.001
ALONSO,0.002
ALONZO,0.011
ALPHA,0.003
ALPHONSE,0.004
ALPHONSO,0.006
ALTA,0.01
ALTAGRACIA,0.002
ALTHA,0.001
ALTHEA,0.007
ALTON,0.017
ALVA,0.007
ALVARO,0.007
ALVERA,0.001
ALVERTA,0.001
ALVIN,0.053
ALVINA,0.004
ALYCE,0.005
ALYCIA,0.002
ALYSA,0.001
ALYSE,0.001
ALYSHA,0.001
ALYSIA,0.002
ALYSON,0.005
ALYSSA,0.016
AMADA,0.002
AMADO,0.003
AMAL,0.001
AMALIA,0.005
AMANDA,0.203
AMBER,0.081
AMBERLY,0.001
AMBROSE,0.002
AMEE,0.001
AMELIA,0.026
AMERICA,0.002
AMI,0.002
AMIE,0.007
AMIEE,0.001
AMINA,0.001
AMIRA,0.001
AMMIE,0.001
AMOS,0.011
AMPARO,0.005
AMY,0.226
AN,0.001
ANA,0.06
ANABEL,0.002
ANALISA,0.001
ANAMARIA,0.001
ANASTACIA,0.002
ANASTASIA,0.005
ANDERA,0.001
ANDERSON,0.004
ANDRA,0.003
ANDRE,0.04
ANDREA,0.121
ANDREAS,0.002
ANDREE,0.001
ANDRES,0.018
ANDREW,0.27
ANDRIA,0.003
ANDY,0.025
ANETTE,0.001
ANGEL,0.059
ANGELA,0.235
ANGELE,0.001
ANGELENA,0.001
ANGELES,0.001
ANGELIA,0.009
ANGELIC,0.001
ANGELICA,0.02
ANGELIKA,0.001
ANGELINA,0.019
ANGELINE,0.009
ANGELIQUE,0.005
ANGELITA,0.005
ANGELLA,0.002
ANGELO,0.021
ANGELYN,0.001
ANGIE,0.028
ANGILA,0.001
ANGLA,0.001
ANGLE,0.001
ANGLEA,0.002
ANH,0.002
ANIBAL,0.003
ANIKA,0.002
ANISA,0.001
ANISHA,0.001
ANISSA,0.003
ANITA,0.082
ANITRA,0.002
ANJA,0.001
ANJANETTE,0.001
ANJELICA,0.001
ANN,0.182
ANNA,0.221
ANNABEL,0.002
ANNABELL,0.001
ANNABELLE,0.007
ANNALEE,0.001
ANNALISA,0.001
ANNAMAE,0.001
ANNAMARIA,0.001
ANNAMARIE,0.003
ANNE,0.115
ANNELIESE,0.002
ANNELLE,0.001
ANNEMARIE,0.004
ANNETT,0.001
ANNETTA,0.004
ANNETTE,0.063
ANNICE,0.001
ANNIE,0.108
ANNIKA,0.001
ANNIS,0.001
ANNITA,0.001
ANNMARIE,0.005
ANTHONY,0.362
ANTIONE,0.002
ANTIONETTE,0.005
ANTOINE,0.009
ANTOINETTE,0.025
ANTON,0.007
ANTONE,0.003
ANTONETTA,0.001
ANTONETTE,0.003
ANTONIA,0.02
ANTONIETTA,0.001
ANTONINA,0.002
ANTONIO,0.097
ANTONY,0.005
ANTWAN,0.004
ANYA,0.001
APOLONIA,0.001
APRIL,0.077
APRYL,0.001
ARA,0.001
ARACELI,0.005
ARACELIS,0.001
ARACELY,0.002
ARCELIA,0.002
ARCHIE,0.017
ARDATH,0.001
ARDELIA,0.001
ARDELL,0.001
ARDELLA,0.001
ARDELLE,0.001
ARDEN,0.002
ARDIS,0.002
ARDITH,0.002
ARETHA,0.004
ARGELIA,0.001
ARGENTINA,0.001
ARIANA,0.003
ARIANE,0.001
ARIANNA,0.001
ARIANNE,0.001
ARICA,0.001
ARIE,0.001
ARIEL,0.007
ARIELLE,0.002
ARLA,0.001
ARLEAN,0.001
ARLEEN,0.004
ARLEN,0.002
ARLENA,0.001
ARLENE,0.048
ARLETHA,0.001
ARLETTA,0.001
ARLETTE,0.002
ARLIE,0.002
ARLINDA,0.001
ARLINE,0.005
ARLYNE,0.001
ARMAND,0.007
ARMANDA,0.001
ARMANDINA,0.001
ARMANDO,0.03
ARMIDA,0.002
ARMINDA,0.001
ARNETTA,0.001
ARNETTE,0.001
ARNITA,0.001
ARNOLD,0.036
ARNOLDO,0.002
ARNULFO,0.004
ARON,0.004
ARRON,0.005
ART,0.005
ARTHUR,0.169
ARTIE,0.002
ARTURO,0.022
ARVILLA,0.001
ASA,0.002
ASHA,0.002
ASHANTI,0.001
ASHELY,0.002
ASHLEA,0.001
ASHLEE,0.007
ASHLEIGH,0.005
ASHLEY,0.159
ASHLI,0.001
ASHLIE,0.002
ASHLY,0.002
ASHLYN,0.001
ASHTON,0.002
ASIA,0.003
ASLEY,0.001
ASSUNTA,0.001
ASTRID,0.002
ASUNCION,0.001
ATHENA,0.004
AUBREY,0.013
AUDIE,0.001
AUDRA,0.008
AUDREA,0.001
AUDREY,0.064
AUDRIA,0.001
AUDRIE,0.001
AUDRY,0.002
AUGUST,0.008
AUGUSTA,0.005
AUGUSTINA,0.001
AUGUSTINE,0.005
AUGUSTUS,0.003
AUNDREA,0.001
AURA,0.003
AUREA,0.002
AURELIA,0.005
AURELIO,0.005
AURORA,0.013
AURORE,0.001
AUSTIN,0.023
AUTUMN,0.009
AVA,0.007
AVELINA,0.001
AVERY,0.007
AVIS,0.007
AVRIL,0.001
AWILDA,0.002
AYAKO,0.001
AYANA,0.001
AYANNA,0.001
AYESHA,0.002
AZALEE,0.001
AZUCENA,0.001
AZZIE,0.001
BABARA,0.001
BABETTE,0.001
BAILEY,0.002
BAMBI,0.002
BAO,0.001
BARABARA,0.001
BARB,0.004
BARBAR,0.001
BARBARA,0.49
BARBERA,0.001
BARBIE,0.002
BARBRA,0.008
BARI,0.001
BARNEY,0.005
BARRETT,0.003
BARRIE,0.001
BARRY,0.068
BART,0.007
BARTON,0.004
BASIL,0.005
BASILIA,0.001
BEA,0.002
BEATA,0.001
BEATRICE,0.066
BEATRIS,0.001
BEATRIZ,0.009
BEAU,0.005
BEAULAH,0.001
BEBE,0.001
BECKI,0.001
BECKIE,0.001
BECKY,0.034
BEE,0.001
BELEN,0.003
BELIA,0.001
BELINDA,0.03
BELKIS,0.001
BELL,0.001
BELLA,0.004
BELLE,0.004
BELVA,0.004
BEN,0.04
BENEDICT,0.002
BENITA,0.007
BENITO,0.008
BENJAMIN,0.136
BENNETT,0.005
BENNIE,0.02
BENNY,0.015
BENTON,0.002
BERENICE,0.002
BERNA,0.001
BERNADETTE,0.02
BERNADINE,0.007
BERNARD,0.064
BERNARDA,0.001
BERNARDINA,0.001
BERNARDINE,0.001
BERNARDO,0.005
BERNEICE,0.001
BERNETTA,0.001
BERNICE,0.065
BERNIE,0.005
BERNIECE,0.004
BERNITA,0.002
BERRY,0.004
BERT,0.011
BERTA,0.005
BERTHA,0.072
BERTIE,0.005
BERTRAM,0.003
BERYL,0.005
BESS,0.004
BESSIE,0.049
BETH,0.056
BETHANIE,0.001
BETHANN,0.001
BETHANY,0.02
BETHEL,0.001
BETSEY,0.001
BETSY,0.018
BETTE,0.01
BETTIE,0.012
BETTINA,0.004
BETTY,0.334
BETTYANN,0.001
BETTYE,0.008
BEULA,0.001
BEULAH,0.025
BEV,0.001
BEVERLEE,0.001
BEVERLEY,0.005
BEVERLY,0.134
BIANCA,0.008
BIBI,0.001
BILL,0.057
BILLI,0.001
BILLIE,0.043
BILLY,0.127
BILLYE,0.001
BIRDIE,0.004
BIRGIT,0.001
BLAINE,0.008
BLAIR,0.007
BLAKE,0.019
BLANCA,0.021
BLANCH,0.002
BLANCHE,0.028
BLONDELL,0.001
BLOSSOM,0.001
BLYTHE,0.001
BO,0.003
BOB,0.028
BOBBI,0.009
BOBBIE,0.038
BOBBY,0.116
BOBBYE,0.002
BOBETTE,0.001
BOK,0.001
BONG,0.001
BONITA,0.013
BONNIE,0.112
BONNY,0.002
BOOKER,0.005
BORIS,0.004
BOYCE,0.002
BOYD,0.01
BRAD,0.037
BRADFORD,0.011
BRADLEY,0.08
BRADLY,0.003
BRADY,0.007
BRAIN,0.007
BRANDA,0.001
BRANDE,0.001
BRANDEE,0.002
BRANDEN,0.005
BRANDI,0.028
BRANDIE,0.005
BRANDON,0.132
BRANDY,0.036
BRANT,0.004
BREANA,0.001
BREANN,0.001
BREANNA,0.004
BREANNE,0.002
BREE,0.002
BRENDA,0.228
BRENDAN,0.01
BRENDON,0.003
BRENNA,0.003
BRENT,0.045
BRENTON,0.004
BRET,0.009
BRETT,0.042
BRIAN,0.369
BRIANA,0.005
BRIANNA,0.007
BRIANNE,0.004
BRICE,0.003
BRIDGET,0.023
BRIDGETT,0.005
BRIDGETTE,0.008
BRIGETTE,0.002
BRIGID,0.001
BRIGIDA,0.001
BRIGITTE,0.005
BRINDA,0.001
BRITANY,0.001
BRITNEY,0.005
BRITNI,0.001
BRITT,0.004
BRITTA,0.001
BRITTANEY,0.001
BRITTANI,0.002
BRITTANIE,0.001
BRITTANY,0.059
BRITTENY,0.001
BRITTNEY,0.013
BRITTNI,0.001
BRITTNY,0.001
BROCK,0.005
BRODERICK,0.002
BRONWYN,0.001
BROOK,0.002
BROOKE,0.02
BROOKS,0.004
BRUCE,0.132
BRUNA,0.001
BRUNILDA,0.001
BRUNO,0.005
BRYAN,0.096
BRYANNA,0.001
BRYANT,0.013
BRYCE,0.009
BRYNN,0.001
BRYON,0.007
BUCK,0.002
BUD,0.003
BUDDY,0.007
BUENA,0.001
BUFFY,0.002
BUFORD,0.005
BULA,0.001
BULAH,0.001
BUNNY,0.001
BURL,0.003
BURMA,0.001
BURT,0.004
BURTON,0.007
BUSTER,0.002
BYRON,0.026
CAITLIN,0.012
CAITLYN,0.002
CALANDRA,0.001
CALEB,0.012
CALISTA,0.001
CALLIE,0.009
CALVIN,0.058
CAMELIA,0.001
CAMELLIA,0.001
CAMERON,0.021
CAMI,0.002
CAMIE,0.001
CAMILA,0.001
CAMILLA,0.005
CAMILLE,0.015
CAMMIE,0.001
CAMMY,0.001
CANDACE,0.026
CANDANCE,0.002
CANDELARIA,0.002
CANDI,0.003
CANDICE,0.023
CANDIDA,0.004
CANDIE,0.001
CANDIS,0.002
CANDRA,0.001
CANDY,0.011
CANDYCE,0.001
CAPRICE,0.001
CARA,0.013
CAREN,0.004
CAREY,0.011
CARI,0.004
CARIDAD,0.004
CARIE,0.001
CARIN,0.002
CARINA,0.002
CARISA,0.001
CARISSA,0.005
CARITA,0.001
CARL,0.174
CARLA,0.054
CARLEE,0.001
CARLEEN,0.002
CARLENA,0.001
CARLENE,0.007
CARLETTA,0.001
CARLEY,0.001
CARLI,0.001
CARLIE,0.001
CARLINE,0.001
CARLITA,0.001
CARLO,0.005
CARLOS,0.116
CARLOTA,0.002
CARLOTTA,0.002
CARLTON,0.019
CARLY,0.005
CARLYN,0.002
CARMA,0.002
CARMAN,0.002
CARMEL,0.004
CARMELA,0.009
CARMELIA,0.001
CARMELINA,0.001
CARMELITA,0.004
CARMELLA,0.007
CARMELO,0.005
CARMEN,0.103
CARMINA,0.001
CARMINE,0.004
CARMON,0.001
CAROL,0.286
CAROLA,0.001
CAROLANN,0.002
CAROLE,0.036
CAROLEE,0.002
CAROLIN,0.001
CAROLINA,0.011
CAROLINE,0.043
CAROLL,0.001
CAROLYN,0.193
CAROLYNE,0.001
CAROLYNN,0.002
CARON,0.002
CAROYLN,0.001
CARRI,0.002
CARRIE,0.086
CARROL,0.005
CARROLL,0.017
CARRY,0.001
CARSON,0.005
CARTER,0.005
CARY,0.012
CARYL,0.002
CARYLON,0.001
CARYN,0.005
CASANDRA,0.005
CASEY,0.042
CASIE,0.001
CASIMIRA,0.001
CASSANDRA,0.036
CASSAUNDRA,0.001
CASSEY,0.001
CASSI,0.001
CASSIDY,0.002
CASSIE,0.012
CASSONDRA,0.001
CASSY,0.001
CATALINA,0.007
CATARINA,0.001
CATERINA,0.001
CATHARINE,0.004
CATHERIN,0.001
CATHERINA,0.001
CATHERINE,0.187
CATHERN,0.001
CATHERYN,0.001
CATHEY,0.001
CATHI,0.002
CATHIE,0.002
CATHLEEN,0.009
CATHRINE,0.004
CATHRYN,0.005
CATHY,0.069
CATINA,0.002
CATRICE,0.001
CATRINA,0.004
CAYLA,0.001
CECELIA,0.017
CECIL,0.042
CECILA,0.001
CECILE,0.01
CECILIA,0.028
CECILLE,0.001
CECILY,0.002
CEDRIC,0.015
CEDRICK,0.002
CELENA,0.001
CELESTA,0.001
CELESTE,0.013
CELESTINA,0.001
CELESTINE,0.004
CELIA,0.022
CELINA,0.005
CELINDA,0.001
CELINE,0.001
CELSA,0.001
CEOLA,0.001
CESAR,0.018
CHAD,0.083
CHADWICK,0.004
CHAE,0.001
CHAN,0.001
CHANA,0.002
CHANCE,0.004
CHANDA,0.002
CHANDRA,0.007
CHANEL,0.003
CHANELL,0.001
CHANELLE,0.001
CHANG,0.004
CHANTAL,0.003
CHANTAY,0.001
CHANTE,0.001
CHANTEL,0.004
CHANTELL,0.001
CHANTELLE,0.002
CHARA,0.001
CHARIS,0.001
CHARISE,0.001
CHARISSA,0.002
CHARISSE,0.002
CHARITA,0.001
CHARITY,0.009
CHARLA,0.004
CHARLEEN,0.003
CHARLENA,0.001
CHARLENE,0.049
CHARLES,0.765
CHARLESETTA,0.001
CHARLETTE,0.002
CHARLEY,0.005
CHARLIE,0.049
CHARLINE,0.003
CHARLOTT,0.001
CHARLOTTE,0.085
CHARLSIE,0.001
CHARLYN,0.001
CHARMAIN,0.001
CHARMAINE,0.006
CHAROLETTE,0.002
CHAS,0.002
CHASE,0.009
CHASIDY,0.001
CHASITY,0.005
CHASSIDY,0.001
CHASTITY,0.003
CHAU,0.001
CHAUNCEY,0.003
CHAYA,0.001
CHELSEA,0.019
CHELSEY,0.005
CHELSIE,0.002
CHER,0.001
CHERE,0.001
CHEREE,0.001
CHERELLE,0.001
CHERI,0.013
CHERIE,0.011
CHERILYN,0.001
CHERISE,0.002
CHERISH,0.001
CHERLY,0.002
CHERLYN,0.001
CHERRI,0.002
CHERRIE,0.002
CHERRY,0.005
CHERRYL,0.001
CHERY,0.001
CHERYL,0.158
CHERYLE,0.002
CHERYLL,0.001
CHESTER,0.04
CHET,0.003
CHEYENNE,0.002
CHI,0.004
CHIA,0.001
CHIEKO,0.001
CHIN,0.001
CHINA,0.001
CHING,0.001
CHIQUITA,0.003
CHLOE,0.004
CHONG,0.006
CHRIS,0.111
CHRISSY,0.002
CHRISTA,0.012
CHRISTAL,0.004
CHRISTEEN,0.001
CHRISTEL,0.002
CHRISTEN,0.004
CHRISTENA,0.001
CHRISTENE,0.002
CHRISTI,0.009
CHRISTIA,0.001
CHRISTIAN,0.038
CHRISTIANA,0.002
CHRISTIANE,0.002
CHRISTIE,0.018
CHRISTIN,0.004
CHRISTINA,0.138
CHRISTINE,0.192
CHRISTINIA,0.001
CHRISTOPER,0.004
CHRISTOPHER,0.519
CHRISTY,0.039
CHRYSTAL,0.006
CHU,0.001
CHUCK,0.009
CHUN,0.002
CHUNG,0.004
CIARA,0.002
CICELY,0.001
CIERA,0.001
CIERRA,0.002
CINDA,0.002
CINDERELLA,0.001
CINDI,0.004
CINDIE,0.001
CINDY,0.097
CINTHIA,0.002
CIRA,0.001
CLAIR,0.006
CLAIRE,0.031
CLARA,0.077
CLARE,0.007
CLARENCE,0.1
CLARETHA,0.001
CLARETTA,0.001
CLARIBEL,0.002
CLARICE,0.009
CLARINDA,0.001
CLARINE,0.001
CLARIS,0.001
CLARISA,0.001
CLARISSA,0.007
CLARITA,0.001
CLARK,0.013
CLASSIE,0.001
CLAUD,0.002
CLAUDE,0.035
CLAUDETTE,0.009
CLAUDIA,0.045
CLAUDIE,0.001
CLAUDINE,0.006
CLAUDIO,0.004
CLAY,0.011
CLAYTON,0.03
CLELIA,0.001
CLEMENCIA,0.001
CLEMENT,0.005
CLEMENTE,0.002
CLEMENTINA,0.001
CLEMENTINE,0.003
CLEMMIE,0.001
CLEO,0.015
CLEOPATRA,0.001
CLEORA,0.001
CLEOTILDE,0.001
CLETA,0.002
CLETUS,0.003
CLEVELAND,0.009
CLIFF,0.007
CLIFFORD,0.062
CLIFTON,0.026
CLINT,0.013
CLINTON,0.033
CLORA,0.001
CLORINDA,0.001
CLOTILDE,0.001
CLYDE,0.05
CODI,0.001
CODY,0.033
COLBY,0.005
COLE,0.005
COLEEN,0.005
COLEMAN,0.004
COLENE,0.001
COLETTA,0.001
COLETTE,0.006
COLIN,0.016
COLLEEN,0.046
COLLEN,0.001
COLLENE,0.001
COLLETTE,0.003
COLLIN,0.005
COLTON,0.002
COLUMBUS,0.003
CONCEPCION,0.007
CONCEPTION,0.001
CONCETTA,0.005
CONCHA,0.001
CONCHITA,0.001
CONNIE,0.103
CONRAD,0.011
CONSTANCE,0.046
CONSUELA,0.001
CONSUELO,0.011
CONTESSA,0.001
CORA,0.03
CORAL,0.002
CORALEE,0.001
CORALIE,0.001
CORAZON,0.002
CORDELIA,0.003
CORDELL,0.002
CORDIA,0.001
CORDIE,0.001
COREEN,0.001
CORENE,0.002
CORETTA,0.001
COREY,0.052
CORI,0.004
CORIE,0.001
CORINA,0.005
CORINE,0.006
CORINNA,0.002
CORINNE,0.013
CORLISS,0.001
CORNELIA,0.008
CORNELIUS,0.011
CORNELL,0.005
CORRIE,0.003
CORRIN,0.001
CORRINA,0.002
CORRINE,0.007
CORRINNE,0.001
CORTEZ,0.002
CORTNEY,0.005
CORY,0.036
COURTNEY,0.053
COY,0.005
CRAIG,0.103
CREOLA,0.001
CRIS,0.001
CRISELDA,0.001
CRISSY,0.001
CRISTA,0.001
CRISTAL,0.003
CRISTEN,0.001
CRISTI,0.002
CRISTIE,0.001
CRISTIN,0.002
CRISTINA,0.017
CRISTINE,0.002
CRISTOBAL,0.002
CRISTOPHER,0.002
CRISTY,0.004
CRUZ,0.008
CRYSTA,0.001
CRYSTAL,0.104
CRYSTLE,0.001
CUC,0.001
CURT,0.008
CURTIS,0.091
CYNDI,0.002
CYNDY,0.001
CYNTHIA,0.235
CYRIL,0.004
CYRSTAL,0.001
CYRUS,0.004
CYTHIA,0.002
DACIA,0.001
DAGMAR,0.001
DAGNY,0.001
DAHLIA,0.001
DAINA,0.001
DAINE,0.001
DAISEY,0.001
DAISY,0.032
DAKOTA,0.001
DALE,0.101
DALENE,0.001
DALIA,0.004
DALILA,0.001
DALLAS,0.013
DALTON,0.005
DAMARIS,0.004
DAMIAN,0.009
DAMIEN,0.007
DAMION,0.003
DAMON,0.018
DAN,0.051
DANA,0.083
DANAE,0.001
DANE,0.007
DANELLE,0.003
DANETTE,0.004
DANI,0.002
DANIA,0.001
DANIAL,0.005
DANICA,0.002
DANIEL,0.49
DANIELA,0.004
DANIELE,0.002
DANIELL,0.001
DANIELLA,0.002
DANIELLE,0.075
DANIKA,0.001
DANILLE,0.001
DANILO,0.002
DANITA,0.003
DANN,0.001
DANNA,0.004
DANNETTE,0.001
DANNIE,0.004
DANNIELLE,0.002
DANNY,0.096
DANTE,0.005
DANUTA,0.001
DANYEL,0.001
DANYELL,0.001
DANYELLE,0.002
DAPHINE,0.001
DAPHNE,0.01
DARA,0.004
DARBY,0.001
DARCEL,0.001
DARCEY,0.001
DARCI,0.002
DARCIE,0.002
DARCY,0.007
DARELL,0.002
DAREN,0.005
DARIA,0.002
DARIN,0.011
DARIO,0.003
DARIUS,0.007
DARLA,0.015
DARLEEN,0.003
DARLENA,0.001
DARLENE,0.071
DARLINE,0.002
DARNELL,0.011
DARON,0.002
DARREL,0.011
DARRELL,0.054
DARREN,0.033
DARRICK,0.003
DARRIN,0.01
DARRON,0.002
DARRYL,0.034
DARWIN,0.007
DARYL,0.026
DAVE,0.027
DAVID,1.185
DAVIDA,0.002
DAVINA,0.002
DAVIS,0.005
DAWN,0.102
DAWNA,0.002
DAWNE,0.001
DAYLE,0.001
DAYNA,0.005
DAYSI,0.001
DEADRA,0.001
DEAN,0.054
DEANA,0.009
DEANDRA,0.001
DEANDRE,0.004
DEANDREA,0.001
DEANE,0.001
DEANGELO,0.002
DEANN,0.005
DEANNA,0.038
DEANNE,0.006
DEB,0.002
DEBBI,0.001
DEBBIE,0.079
DEBBRA,0.002
DEBBY,0.004
DEBERA,0.001
DEBI,0.003
DEBORA,0.011
DEBORAH,0.247
DEBRA,0.204
DEBRAH,0.003
DEBROAH,0.001
DEDE,0.001
DEDRA,0.002
DEE,0.011
DEEANN,0.001
DEEANNA,0.001
DEEDEE,0.001
DEEDRA,0.001
DEENA,0.005
DEETTA,0.001
DEIDRA,0.005
DEIDRE,0.005
DEIRDRE,0.005
DEJA,0.001
DEL,0.002
DELAINE,0.001
DELANA,0.001
DELBERT,0.016
DELCIE,0.001
DELENA,0.001
DELFINA,0.003
DELIA,0.015
DELICIA,0.001
DELILA,0.001
DELILAH,0.004
DELINDA,0.001
DELISA,0.001
DELL,0.001
DELLA,0.022
DELMA,0.004
DELMAR,0.005
DELMER,0.003
DELMY,0.001
DELOIS,0.004
DELOISE,0.001
DELORA,0.002
DELORAS,0.001
DELORES,0.048
DELORIS,0.013
DELORSE,0.001
DELPHA,0.001
DELPHIA,0.002
DELPHINE,0.004
DELSIE,0.001
DELTA,0.001
DEMARCUS,0.003
DEMETRA,0.002
DEMETRIA,0.004
DEMETRICE,0.001
DEMETRIUS,0.009
DENA,0.011
DENAE,0.001
DENEEN,0.002
DENESE,0.001
DENICE,0.005
DENIS,0.007
DENISE,0.133
DENISHA,0.001
DENISSE,0.001
DENITA,0.001
DENNA,0.002
DENNIS,0.209
DENNISE,0.001
DENNY,0.006
DENVER,0.005
DENYSE,0.001
DEON,0.004
DEONNA,0.001
DEREK,0.057
DERICK,0.006
DERRICK,0.052
DESHAWN,0.002
DESIRAE,0.002
DESIRE,0.001
DESIREE,0.018
DESMOND,0.007
DESPINA,0.001
DESSIE,0.005
DESTINY,0.004
DETRA,0.001
DEVIN,0.017
DEVON,0.011
DEVONA,0.001
DEVORA,0.001
DEVORAH,0.001
DEWAYNE,0.009
DEWEY,0.012
DEWITT,0.004
DEXTER,0.011
DIA,0.001
DIAMOND,0.001
DIAN,0.002
DIANA,0.108
DIANE,0.18
DIANN,0.005
DIANNA,0.018
DIANNE,0.035
DICK,0.005
DIEDRA,0.001
DIEDRE,0.001
DIEGO,0.006
DIERDRE,0.001
DIGNA,0.001
DILLON,0.003
DIMPLE,0.001
DINA,0.011
DINAH,0.004
DINO,0.004
DINORAH,0.001
DION,0.006
DIONE,0.001
DIONNA,0.001
DIONNE,0.005
DIRK,0.005
DIVINA,0.001
DIXIE,0.015
DODIE,0.001
DOLLIE,0.006
DOLLY,0.009
DOLORES,0.065
DOLORIS,0.001
DOMENIC,0.002
DOMENICA,0.002
DOMINGA,0.004
DOMINGO,0.01
DOMINIC,0.017
DOMINICA,0.001
DOMINICK,0.01
DOMINIQUE,0.013
DOMINQUE,0.001
DOMITILA,0.001
DOMONIQUE,0.001
DON,0.073
DONA,0.007
DONALD,0.467
DONELLA,0.001
DONETTA,0.001
DONETTE,0.001
DONG,0.003
DONITA,0.002
DONN,0.004
DONNA,0.292
DONNELL,0.005
DONNETTA,0.001
DONNETTE,0.001
DONNIE,0.023
DONNY,0.005
DONOVAN,0.005
DONTE,0.003
DONYA,0.001
DORA,0.043
DORATHY,0.001
DORCAS,0.003
DOREATHA,0.001
DOREEN,0.018
DORENE,0.003
DORETHA,0.005
DORETHEA,0.001
DORETTA,0.001
DORI,0.002
DORIA,0.001
DORIAN,0.005
DORIE,0.001
DORINDA,0.002
DORINE,0.001
DORIS,0.168
DORLA,0.001
DOROTHA,0.002
DOROTHEA,0.011
DOROTHY,0.364
DORRIS,0.004
DORSEY,0.002
DORTHA,0.003
DORTHEA,0.002
DORTHEY,0.001
DORTHY,0.013
DOT,0.001
DOTTIE,0.004
DOTTY,0.001
DOUG,0.021
DOUGLAS,0.184
DOUGLASS,0.002
DOVIE,0.003
DOYLE,0.011
DREAMA,0.001
DREMA,0.001
DREW,0.013
DRUCILLA,0.001
DRUSILLA,0.001
DUANE,0.039
DUDLEY,0.005
DULCE,0.003
DULCIE,0.001
DUNCAN,0.004
DUNG,0.001
DUSTI,0.001
DUSTIN,0.052
DUSTY,0.005
DWAIN,0.003
DWANA,0.001
DWAYNE,0.03
DWIGHT,0.03
DYAN,0.001
DYLAN,0.009
EARL,0.097
EARLE,0.004
EARLEAN,0.001
EARLEEN,0.001
EARLENE,0.007
EARLIE,0.001
EARLINE,0.007
EARNEST,0.016
EARNESTINE,0.007
EARTHA,0.002
EASTER,0.003
EBONI,0.002
EBONIE,0.001
EBONY,0.014
ECHO,0.001
ED,0.017
EDA,0.002
EDDA,0.001
EDDIE,0.078
EDDY,0.005
EDELMIRA,0.002
EDEN,0.002
EDGAR,0.041
EDGARDO,0.004
EDIE,0.002
EDISON,0.002
EDITH,0.09
EDMOND,0.01
EDMUND,0.015
EDMUNDO,0.002
EDNA,0.099
EDRA,0.001
EDRIS,0.001
EDUARDO,0.024
EDWARD,0.391
EDWARDO,0.005
EDWIN,0.074
EDWINA,0.006
EDYTH,0.001
EDYTHE,0.005
EFFIE,0.013
EFRAIN,0.009
EFREN,0.004
EHTEL,0.001
EILEEN,0.053
EILENE,0.001
ELA,0.001
ELADIA,0.001
ELAINA,0.002
ELAINE,0.087
ELANA,0.002
ELANE,0.001
ELANOR,0.001
ELAYNE,0.001
ELBA,0.005
ELBERT,0.011
ELDA,0.005
