customer,age,occupation,regionType,marriageStatus,children,income,numHandsets,handsetAge,smartPhone,currentHandsetPrice,creditRating,homeOwner,creditCard,avgBill,avgMins,avgrecurringCharge,avgOverBundleMins,avgRoamCalls,callMinutesChangePct,billAmountChangePct,avgReceivedMins,avgOutCalls,avgInCalls,peakOffPeakRatio,peakOffPeakRatioChangePct,avgDroppedCalls,lifeTime,lastMonthCustomerCareCalls,numRetentionCalls,numRetentionOffersAccepted,newFrequentNumbers,churn
1000971,52,,suburban,yes,false,6,2,411,true,29.99,A,false,true,35.24,892.5,44.99,0,0,0.03,-0.005,208.82,8.33,2,1.016983627,-15.16025063,13.33,49,3,0,0,2,false
1000983,42,self-employed,,no,false,9,2,227,true,29.99,A,false,true,66.46,439,69.99,8.75,0,-4.12,-0.0502,26.09,14.67,0,1.233172703,-10.46702617,7.33,47,0,0,0,0,false
1000995,56,,,yes,false,6,1,1356,false,0,A,false,true,31.58,121.5,16.99,39.5,0,1.49,0.4594,0.28,0,0,1.999210734,-8.942896485,3.33,45,0,0,0,0,false
1001009,44,professional,,yes,true,9,3,80,true,9.99,A,false,true,10.7,111.25,9.71,0,0,0.235,0.0256,40.95,7,10.67,16.02145923,-17.57165664,0,51,0,0,0,0,false
1001022,36,professional,town,yes,true,7,5,111,true,29.99,C,false,true,34.19,280.5,35.99,0,0,-0.13,0,87.02,8,0.67,10.18555556,5.710178718,2,50,0,0,0,0,false
1001041,0,,,unknown,false,0,21,318,true,29.99,B,true,false,35.24,421,44.99,0,0,2.22,0.0148,18.49,27.33,3.33,1.113952084,-18.16206975,11,46,6.67,0,0,3,false
1001058,30,,suburban,no,false,8,3,781,true,29.99,A,true,true,28.89,181,14.99,0,2.45,-1.26,-0.223,40.45,6,0,1.414045355,12.13424986,2.33,50,0,0,0,0,false
1001067,0,,,unknown,false,7,5,336,true,39.99,A,false,true,160.95,1368.25,77.49,263.75,0,-1.565,-0.3018,446.33,91,73.33,2.809352757,5.988636092,14,44,2.67,0,0,0,false
1001094,58,,,unknown,false,8,3,78,true,29.99,A,false,true,63.13,1070,45,72.5,0,2.76,0.3826,279.1,89.67,2.67,11.4207858,-16.84691844,19,48,0.33,0,0,0,false
1001108,0,,suburban,no,true,7,2,268,true,29.99,A,true,true,30.25,206.5,30,0,0,0.61,0.0148,7.93,14.33,6,0.9666,2.879132999,1.33,48,0,0,0,0,false
1001123,52,professional,suburban,yes,true,7,3,388,true,29.99,A,false,true,46.99,336.25,24.99,56.75,0,4.275,1.0252,145.87,18.33,16.67,1.284634146,5.559370626,11,48,0.33,0,0,0,false
1001157,44,,suburban,yes,false,6,2,15,false,29.99,A,false,true,124.2,432.75,45.25,134.25,0.1,-4.175,1.4332,159.9,28,0.33,3.677182117,-4.267076709,5.67,50,1.33,0,0,0,false
1001176,42,,town,yes,true,9,2,399,true,29.99,A,false,true,75.91,281.25,84.99,0,0,0.795,-0.0184,5.4,30,3.67,5.435801312,-4.80252694,2.33,44,0.33,0,0,1,false
1001200,46,self-employed,,yes,true,9,3,311,true,149.99,A,false,true,51.24,437.75,50,0,0,-1.315,-0.005,46.16,23,0.33,3.351944444,10.91440161,5.33,49,0,0,0,0,false
1001210,42,,,no,false,5,2,178,true,29.99,C,false,true,40.05,553.25,44.99,0,4.25,4.715,0.08,185.83,41,12.67,0.344112587,13.68597389,2.33,43,0,0,0,0,false
1001219,26,,suburban,unknown,false,7,5,171,true,99.99,A,false,true,36.89,340.75,44.99,4.75,0,0.985,0.066,0,0,0,0,-6.740617929,0,49,0,0,0,0,false
1001231,0,,,unknown,false,0,3,636,true,29.99,A,true,false,78.72,943.75,75,0,1.51,-0.375,-0.0714,127.32,27.67,20.33,4.691056911,-4.64377622,29,45,0,0,0,0,false
1001256,48,,rural,yes,true,5,3,348,true,59.99,A,false,true,94.2,957,50.03,137.5,0,-2.72,-0.5726,298.43,22,0.67,0.995786164,2.857143283,24.33,47,9,0,0,0,false
1001276,0,,suburban,unknown,false,0,1,1375,false,0,A,true,false,19.95,10.25,19.95,0,0,0.115,0,0.46,0.67,0,2.255639098,2.653849163,0.33,45,0,0,0,0,false
1001288,0,,suburban,unknown,false,0,8,293,true,79.99,A,true,false,159.53,1617.75,154.99,0,0,-6.575,-0.0868,320.49,47.67,30.33,4.537338574,-8.366652745,17.33,45,0.33,0,0,0,false
1001306,54,professional,suburban,yes,true,9,1,1479,false,0,A,false,true,31.24,46,30,0,0,-0.04,-0.005,0,0.67,0,1.070663812,4.843270586,0,49,0,0,0,0,false
1001317,46,,,yes,false,5,2,598,true,29.99,A,false,true,35.74,48.25,32.49,0,0,-0.185,0,2.2,2.67,0,1.713062099,-1.776012986,1,49,0,0,0,0,false
1001331,54,,,no,false,6,5,191,true,99.99,A,false,true,51.93,434.25,50.01,0,1.68,-1.285,0.1966,148.13,12.67,6,3.911687065,0.352619685,4.67,45,0,0,0,0,false
1001339,0,,,unknown,false,0,8,174,true,29.99,D,true,false,76.59,904.25,75,0,0.91,0.835,-0.0112,257.02,68,69.33,1.832903368,-19.74466069,24,43,0,0,0,0,false
1001363,46,,town,yes,true,8,2,338,true,29.99,A,false,true,30.27,44.75,30,0,0,-0.075,-0.0054,3.57,5,2,2.116402116,-13.83415153,1,43,0,0,0,2,false
1001381,22,,,no,true,7,2,203,false,29.99,A,false,true,30.52,78.5,30,0,0,0.41,-0.0104,18.69,4,2.67,11.665,3.596855218,0.67,43,0,0,0,0,false
1001406,48,,,no,false,6,13,62,true,29.99,C,false,false,45.95,802,37.99,11.5,0,-3.12,-0.0942,236.72,23.33,73.33,1.781119403,12.80156863,7,47,4,0,0,0,false
1001415,44,professional,,unknown,false,5,3,837,true,29.99,C,false,true,55.26,269,50,0,1.27,-0.9,0.0108,31.83,55.67,1,7.259444444,-0.568955243,3,47,0,0,0,0,false
1001476,0,,,unknown,false,0,6,139,true,199.99,C,true,false,179.63,1008,70.23,285.25,15.96,1.56,0.7164,243.38,37.67,6.67,2.294955752,-2.396560558,15.33,43,3,0,0,0,false
1001487,48,,suburban,yes,true,6,2,809,false,29.99,C,false,true,61.74,186,61.44,0,0.59,-0.86,-0.0276,25.9,12,8.33,3.157063931,-2.835839024,0,47,0,0,0,0,false
1001512,38,,town,no,false,8,3,392,true,149.99,C,false,true,148.95,1515.75,104.99,154.75,0,9.665,1.1518,496.49,59.33,11.67,1.706555263,-1.231429005,18,45,0,0,0,0,false
1001527,38,,suburban,yes,true,9,2,656,true,29.99,A,false,true,55.58,389.5,30,70.25,0,0.65,0.2432,68.49,3,0.33,4.055555556,2.829465355,3,45,2.33,0,0,0,false
1001551,0,,,unknown,false,0,2,136,true,29.99,A,true,false,34.59,380.25,44.99,4.5,0,-1.125,-0.027,66.73,47.67,1.33,0.390625,3.287688607,6.33,45,0.33,0,0,0,false
1001569,46,,,unknown,false,6,3,202,true,29.99,A,false,true,36.67,925,44.99,2.75,1.48,3.1,0.0494,79.78,0,0,0.578702695,20.00737543,15.33,45,8,0,0,0,false
1001587,50,,suburban,yes,true,7,7,45,true,199.99,A,false,true,59.23,599.5,59.99,0,0.49,8.49,-0.1848,145.43,29,29.33,0.628913396,-10.44128491,13,45,0,1,1,0,false
1001603,30,,,yes,false,7,6,334,true,9.99,C,true,false,36.51,1226,35.99,0,0.2,0.12,-0.0104,352.34,55.67,14.67,0.519824687,10.37622824,16,42,6.67,0,0,0,false
1001636,0,,town,unknown,false,0,2,32,true,29.99,F,true,false,35.39,319.25,30,12.5,0,3.295,0.2422,100.76,9.33,4.67,0.738398991,-16.14497346,2.67,42,0,0,0,0,false
1001646,46,self-employed,suburban,yes,false,6,1,1347,false,0,A,false,true,48.93,517,37.5,43.75,0,-3.44,-0.9786,33.42,20.67,0.33,2.893477162,-11.94159498,5,44,0,1,0,0,false
1001667,0,,town,unknown,false,0,3,579,true,59.99,C,true,false,61.41,601.25,48.83,57.75,0,-3.685,-0.17,49.69,38.67,6,2.614098993,4.406705679,15,44,0.33,0,0,0,false
1001692,38,,town,unknown,false,6,3,543,true,29.99,A,false,no,161.49,1958.5,159.99,0,0,-2.29,-0.0518,181.46,189.67,13,3.52258896,-4.708734754,21.67,42,0,0,0,1,false
1001706,36,,,no,false,6,7,105,true,0,A,true,false,40.78,372.25,35.99,12.75,0,-2.985,-0.0562,37.95,17.67,0,6.248807089,-0.034761881,21.33,46,0.33,0,0,0,false
1001717,34,,,no,false,4,5,185,true,9.99,A,false,true,139.58,3098.5,75,248.75,0,-0.71,-0.4416,1135.88,71.33,65,0.981755154,14.27636423,48,42,12.33,0,0,3,false
1001728,20,,suburban,unknown,false,5,3,673,true,29.99,G,false,true,63.37,951,85,0,0,3.66,0.3118,208.28,180,40.67,0.941709089,3.748489333,10.67,48,0,0,0,0,false
1001737,0,,,unknown,false,0,6,30,true,129.99,D,true,false,79.29,1230.5,77.96,0.5,0,6.07,0.0588,379.24,82.33,46.67,2.319656844,-2.450911877,17.67,48,2,0,0,0,false
1001762,52,professional,,no,false,5,1,1379,false,0,A,false,true,50.5,230.75,50,0,0,-0.975,0.0098,4.14,13,0.33,2.185185185,2.050323621,1.67,46,0,0,0,0,false
1001781,62,,,yes,false,4,2,479,true,29.99,C,true,false,55.23,498.75,57.92,0,0,3.425,0.0148,287.24,34.67,3,13.582297,9.160161766,13.67,44,0,0,0,0,false
1001810,32,,,unknown,false,0,4,584,true,9.99,C,true,true,54.09,528.5,50,12.25,0.42,-0.59,-0.0818,130.09,56,17.67,3.949924455,-6.842721997,4.67,46,0,0,0,0,false
1001823,28,self-employed,,no,false,5,6,165,true,199.99,A,false,true,50.09,1600,54.99,0,0.1,3.68,0.0058,0,0,0,0,8.280470315,0,48,0,1,0,0,false
1001846,32,,,yes,false,6,3,6,true,0,A,false,true,30.04,29,29.99,0,0,0.72,0.003,0.15,0.67,0,1.16625,17.12170946,0.67,47,0,0,0,0,false
1001867,44,,town,yes,false,5,2,657,true,29.99,C,false,true,46.18,504.75,49.99,4.25,0,-0.635,-0.0192,94.98,16.67,19,2.074288031,1.686364532,23.33,47,11.33,0,0,0,false
1001884,42,,suburban,unknown,false,4,4,247,true,149.99,C,false,true,60.94,567.75,59.99,26.25,0,-0.335,-0.211,150.34,16,9,2.610758091,-15.11189013,8.67,41,0.33,0,0,0,false
1001904,24,,town,unknown,false,6,4,433,true,29.99,D,false,true,30.25,113,29.99,0,0.26,0.14,0.0076,56.21,7.67,12,2.676399027,1.707608663,0,43,0,0,0,0,false
1001937,50,,,no,true,6,3,641,true,9.99,A,false,true,36.37,342.25,34.19,5.5,0,2.935,0.3622,161.3,11,6,2.69175,2.893431394,3.67,43,0.33,0,0,3,false
1001954,50,,town,no,false,4,2,548,true,29.99,E,false,false,61.04,337.75,39.1,38,0.42,-5.955,-0.421,92.4,30,6.33,3.615974887,-16.52142139,3,45,0.67,0,0,0,false
1001987,0,,,unknown,false,0,2,490,true,29.99,C,true,false,66.75,489.25,67.7,11,0,-0.925,0.1648,130,65,25,2.604739098,-4.881308404,14,41,2.67,0,0,2,false
1002002,0,,,unknown,false,0,3,589,true,9.99,C,true,false,66.08,397.75,34.98,92.75,0.88,-2.795,-0.3958,97.5,70,3.67,1.493150685,7.624128483,5.67,45,0,0,0,0,false
1002023,0,,suburban,unknown,false,0,13,128,true,399.99,B,true,false,137.76,2466.5,79.99,81.25,0,-18.69,-0.7316,541.32,119,131,1.261904762,-8.294076778,14,42,0,0,0,2,false
1002037,34,professional,town,yes,false,9,1,1228,false,0,A,false,true,28.67,33,19.99,4.25,6.82,-0.5,-0.1734,0.25,2,0,1.498127341,14.18016146,0.67,40,0,0,0,0,false
1002046,0,,town,unknown,false,0,5,117,true,79.99,A,true,false,86.66,1254.25,84.12,18.25,0,-6.725,-0.5408,454.92,90.67,13.33,3.40587729,0.462542964,9,46,0.67,2,0,0,false
1002054,42,,rural,yes,true,8,4,509,true,29.99,D,false,true,76.78,717.25,75,0,0.29,-1.725,0.004,237.4,35,0,2.363636364,17.08730553,11.33,42,0,0,0,0,false
1002066,26,,,unknown,false,6,1,1223,false,0,A,false,true,81.52,588.5,70.23,76.75,0,-0.51,-0.5826,98.54,46,7,2.51564899,-5.624607384,10.33,40,1,0,0,0,false
1002080,66,,suburban,no,false,4,4,233,true,29.99,A,false,true,39.11,651.75,30,9,0.1,-0.035,0.0686,102.58,42,11.33,0.723192606,-23.815533,19.33,42,6,0,0,0,false
1002102,50,professional,,yes,true,6,3,177,true,9.99,A,false,true,59.81,407.75,59.99,0,8.96,-2.855,-0.1964,10.27,13.67,0,4.245500692,5.883255825,7.67,40,0,0,0,0,false
1002128,0,,,yes,false,7,1,1212,false,0,A,false,false,34.18,140.25,44.95,1.5,0,1.035,-0.0188,3.72,4.67,0,2.58375,4.179962611,1.33,40,0,0,0,0,false
1002167,38,,town,no,false,6,8,18,true,29.99,A,false,true,80.63,1053.25,74.99,21.75,0,-4.405,-0.0468,275.94,41.33,3.67,5.936428571,-7.764364057,15.67,42,0,0,0,0,false
1002184,64,,,yes,false,9,2,1264,false,29.99,A,false,true,53.45,247.75,30,67,0,-3.915,-0.469,6.52,6,0,9.952606635,-2.237640831,3,42,0,0,0,3,false
1002197,28,,,no,false,4,6,656,true,79.99,D,true,true,35.74,248.25,32.33,0,3.36,0.935,0.345,39.92,26.67,13.67,3.377786786,1.557307106,8,42,0.33,0,0,0,false
1002209,44,,,yes,false,4,2,298,true,29.99,A,false,true,165.18,415.25,159.99,8,0,0.475,-0.0388,48.4,16.67,14.33,2.472222222,8.321581767,6,46,0.33,0,0,0,false
1002230,72,crafts,,yes,false,4,5,98,true,149.99,E,false,true,73.6,820.25,34.99,65,0,3.055,0.0976,307.11,25.33,2,0.697772021,-0.666386863,30.33,41,13.67,0,0,0,false
1002252,0,,,unknown,false,6,4,97,true,149.99,C,false,true,173.85,2112.5,104.98,253.25,0,4.91,0.6356,602.99,99.33,20.67,1.961078957,-2.5864689,18,39,0.67,0,0,1,false
1002272,26,,suburban,unknown,false,8,2,482,false,29.99,A,false,true,52.85,271.5,59.99,0,0.88,-0.63,0.0618,40.4,9,0,3,-8.833415653,3.67,41,0,0,0,0,false
1002281,0,,,unknown,false,0,1,1190,false,0,F,true,false,37.42,208.25,29.75,5.75,0,-2.085,-0.0828,2.85,11.67,0.67,0.99195122,2.650219311,10.33,39,2.67,0,0,0,false
1002291,0,,,unknown,false,0,2,890,true,29.99,C,true,false,97.37,652.5,42.62,154.75,0,-0.33,-0.8156,299.54,57.33,30.67,1.060455112,-21.1738271,5.33,45,0,0,0,0,false
1002310,48,self-employed,,yes,true,9,8,49,true,199.99,A,false,true,62.57,504,71.44,26.5,2.21,-0.1,0.3042,103.69,25.67,3.67,2.430363636,-4.139226256,9,43,4,0,0,0,false
1002327,22,,,unknown,false,6,3,219,true,199.99,A,false,true,52.66,362,59.99,0.5,0,1.94,0.006,163,15.33,3,0.958906924,-2.916762,5.67,43,1.67,0,0,0,false
1002335,28,,,no,false,7,1,1181,false,0,A,false,true,20.17,8,19.99,0,0,0.2,-0.0036,0,1,0,3.67,2.661764175,0.33,39,0,0,0,3,false
1002345,40,,suburban,yes,false,5,7,141,true,29.99,A,false,true,30.26,75.25,29.99,0,0,0.595,-0.0054,20.57,0,0,2.625,-4.642043687,19.33,39,0,0,0,0,false
1002360,34,,suburban,yes,true,5,1,1177,true,0,A,false,true,20.75,39.5,16.99,12,0,0.05,-0.0032,4.59,0,0,2.847575058,-4.194856919,0,39,0,0,0,0,false
1002394,40,self-employed,,yes,false,4,4,65,true,149.99,A,false,true,51.03,212.5,59.99,2,0.24,-1.05,-0.0208,41.17,12,2,3.359328134,-9.396863848,3.33,43,0,0,0,0,false
1002419,0,,,unknown,false,9,1,1339,false,0,C,false,true,31.94,26.75,31.87,0,0,-0.455,-0.6388,0.38,13.67,0,3.111666667,11.03035527,1.67,44,0,0,0,0,false
1002439,28,,s,unknown,false,5,2,982,true,29.99,D,false,true,34.98,179.25,30,0,3.46,0.195,-0.0918,34,4,1,2.254626675,19.03093298,3,38,2.67,0,0,0,false
1002458,0,,town,unknown,false,0,2,1082,false,29.99,A,true,false,26.16,30.75,16.99,18.25,0,-0.435,-0.1236,0,0,0,1.716738197,-12.8702535,0,38,0,0,0,0,false
1002470,0,,unknown,unknown,false,0,2,677,true,29.99,A,true,false,30.25,62.5,30,0,0,1.27,-0.005,4.9,6.33,1,2.688555347,6.064456031,0.67,42,0,0,0,0,false
1002484,50,,rural,unknown,false,6,4,182,true,79.99,C,false,true,15.42,284,10,0,0,-0.94,0.1058,42.66,18,4.33,3.272065249,11.87182542,3.33,38,0.67,0,0,0,false
1002494,0,,suburban,unknown,false,0,7,270,true,9.99,A,true,false,33.24,116.75,44.99,0,0,0.065,0,28.32,5.67,0,4.084832905,10.51990842,5,40,0,0,0,2,false
1002524,26,,,yes,true,7,3,292,true,149.99,A,false,true,60.37,1022.75,59.99,23.75,0,-0.295,-0.0704,237.53,16,12,0.965068709,1.413686972,7.33,42,5.67,0,0,0,false
1002545,50,,,unknown,false,7,2,460,true,29.99,C,true,true,122.94,751,85.68,105,0,4.18,0.244,150.14,42.67,7.33,4.261863782,2.537650074,10.33,42,0.33,0,0,0,false
1002561,46,clerical,,no,false,7,4,322,true,79.99,D,true,true,41.46,454,20.32,14.25,5.96,-9.08,-0.8292,16.14,15.67,3.33,2.381071429,11.54068266,3,38,5.67,0,0,0,false
1002591,56,,,no,true,2,3,357,true,149.99,A,false,true,38.48,70.5,34.98,0,0,-0.71,0.0148,1.34,4.67,0.67,1.040816327,3.656150883,0.33,40,0,0,0,0,false
1002602,32,,suburban,yes,false,6,3,438,true,9.99,C,false,true,160.42,796.25,41.28,288,0,-4.105,-2.0406,193.14,54.67,18.33,3.564153846,-6.353544508,15,40,1,0,0,0,false
1002623,48,professional,,unknown,false,9,3,405,true,149.99,A,false,true,69.51,1146.75,59.99,43,0,6.705,-0.2044,321.69,57,12,1.483859819,5.259173933,17,44,6.67,0,0,0,false
1002649,26,,,unknown,false,5,2,619,true,29.99,C,true,true,50,292.75,50,0,0,1.485,0,84.35,33.67,10.33,0.6819837,3.163421385,3,40,0,0,0,0,false
1002674,50,professional,,no,false,6,2,379,true,29.99,A,false,no,163.46,1397.5,75,241.5,0.65,0.25,0.1628,73.54,27.33,2.33,5.283044387,-0.995365914,23.33,41,0,0,0,0,false
1002697,54,,suburban,unknown,true,9,3,550,true,59.99,C,false,true,230.01,1172,71.28,428.75,0,-10.84,-3.018,298.63,38,15.33,2.283783784,6.823192225,18.33,39,0.33,0,0,0,false
1002709,0,,suburban,unknown,false,0,3,160,true,29.99,A,true,false,81.44,935.25,75,0,0,-9.625,-0.0458,323.7,60.33,42,0.808597266,7.844393735,22.33,39,1.33,0,0,0,false
1002729,26,self-employed,suburban,no,false,4,7,448,true,79.99,E,true,true,57.84,789,49.99,15,0.1,3.96,0.268,242.66,15.33,8.33,2.355089889,-5.894281112,6.67,43,0.33,0,0,0,false
1002754,0,,suburban,unknown,false,0,7,60,true,149.99,E,true,false,177.63,2317.75,159.99,0,3.88,-5.135,-0.0974,509.62,126,37.33,0.804705124,9.017458135,10,43,1,1,0,0,false
1002775,46,professional,,no,false,6,3,101,true,29.99,A,false,true,35.18,58,30.02,30.75,0,-0.64,-0.0558,9.47,6,0,6.317073171,-11.29013799,0.67,43,0.67,0,0,3,false
1002795,0,,,unknown,false,0,8,85,true,79.99,C,true,false,85.2,1266.25,86.28,0,2.24,0.255,0.2602,376.11,67,30.33,1.207250365,-11.36436737,17,41,1,1,1,0,false
